,Fare,distance,passenger_count,year,Month,Date,Hour,Minute,Second
441,18.5,4.628228314244492,1.0,2011,11,10,0,9,7
442,14.1,3.9913236228102056,2.0,2012,6,17,18,8,12
443,4.5,1.085628285157061,2.0,2010,1,9,21,28,55
444,24.0,10.448194321287383,1.0,2014,7,20,11,49,33
445,25.7,9.891527083043943,1.0,2010,1,16,13,58,13
446,3.3,0.4010823573547145,1.0,2011,8,30,10,9,3
447,8.5,3.723364781741103,1.0,2012,3,26,5,47,15
448,5.3,1.5343867794075454,1.0,2010,7,31,22,0,38
449,4.5,0.9493608743465568,1.0,2011,6,12,1,48,0
450,3.7,1.001445045414333,2.0,2009,1,11,22,50,0
451,8.1,1.5507460909313444,1.0,2011,7,26,11,56,41
452,16.1,6.437953625879371,2.0,2010,8,3,14,58,0
453,12.9,4.7525947393505446,1.0,2011,5,22,0,30,32
454,8.1,1.497495942178796,2.0,2011,8,20,13,40,33
455,9.5,1.9611239136560141,1.0,2013,3,14,11,13,0
456,23.5,8.79507291435868,2.0,2014,9,2,0,2,0
457,11.0,4.132666086805961,1.0,2009,3,28,20,5,13
458,6.1,1.7837508558149389,2.0,2011,10,10,18,31,34
459,28.0,8.26317604237682,1.0,2014,7,13,11,15,0
460,10.0,1.0094117961369258,1.0,2014,7,23,8,42,0
461,10.1,2.185874400950249,1.0,2009,4,3,11,58,0
462,7.7,2.837020396639166,5.0,2011,4,30,4,15,0
463,8.0,1.7202539522654872,1.0,2014,3,26,22,46,23
464,6.1,1.2814168176914005,1.0,2009,7,16,18,4,0
465,20.5,4.8782261190379135,1.0,2012,9,13,11,31,0
466,9.5,2.014241759706925,1.0,2013,11,19,10,38,0
467,7.0,1.3184643262034421,1.0,2014,2,14,5,55,36
468,8.5,3.80259786233314,1.0,2011,7,13,7,32,0
469,7.5,1.7811629307981267,2.0,2014,5,30,21,44,34
470,11.5,3.1193027069346986,1.0,2015,6,22,19,4,41
471,7.7,2.8283745503627724,1.0,2010,4,29,8,27,0
472,6.1,1.7618443358864833,2.0,2011,12,14,20,47,0
473,38.5,12.3753355887746,2.0,2012,9,2,23,9,0
474,11.5,3.071983901294462,2.0,2015,5,28,11,56,51
475,6.0,2.1020849766123,1.0,2012,9,24,23,7,15
476,17.0,3.272738394060412,1.0,2013,5,2,18,59,25
477,7.5,1.133908727558961,1.0,2014,8,15,21,24,0
478,5.5,1.3038799309220768,4.0,2015,5,16,11,33,57
479,6.9,1.2986431852672211,1.0,2011,3,20,17,25,0
480,3.0,0.2925494364852844,1.0,2013,2,15,12,13,0
481,63.0,3.7431961861118017,1.0,2014,3,3,19,3,42
482,38.8,9.39567315767486,1.0,2012,11,30,11,2,0
483,6.0,0.8925371185526239,1.0,2013,3,10,4,12,0
484,6.5,1.9959775391181949,1.0,2014,6,18,7,38,20
485,14.5,5.802185042638892,1.0,2014,8,1,1,59,0
486,4.1,0.8740574806827441,1.0,2009,4,10,17,32,0
487,13.3,6.5683196884802735,2.0,2010,8,21,14,22,57
488,6.0,1.7075616811990904,3.0,2012,12,8,23,27,0
489,6.5,1.295898399953618,1.0,2013,1,16,16,40,0
490,12.5,4.130201166761723,1.0,2013,3,25,11,32,32
491,21.5,5.736213073894437,1.0,2014,5,9,12,55,0
492,49.57,0.00027916204128336335,2.0,2010,10,23,18,39,0
493,38.1,18.95689271015719,1.0,2010,11,13,4,38,0
494,10.1,3.0518809801936237,1.0,2011,7,10,2,8,8
495,4.5,0.4971772845926586,1.0,2010,4,28,18,58,0
496,5.3,1.539594546983814,3.0,2011,12,17,13,53,0
497,8.0,1.3631010738419198,1.0,2013,10,31,23,44,0
498,7.7,2.0961629279608682,1.0,2009,7,30,21,24,21
499,7.5,4.192527230642375,2.0,2012,10,1,9,2,0
500,5.5,0.5970301285567623,1.0,2015,3,17,13,30,23
501,7.7,1.777606902353141,1.0,2009,3,1,18,37,49
502,8.1,3.212992938179603,1.0,2010,2,12,21,30,3
503,5.5,0.7250557014136378,1.0,2014,7,12,13,17,34
504,6.5,1.2073798859638134,1.0,2015,6,13,7,19,10
505,4.5,0.6402292510615629,1.0,2013,8,6,23,24,46
506,7.0,1.3815559991103323,1.0,2013,9,24,18,23,52
507,17.5,3.5030597149635576,1.0,2014,2,19,12,48,0
508,4.9,0.7070798779092223,2.0,2011,2,13,14,48,57
509,6.0,1.799821316128673,1.0,2013,6,1,12,53,0
510,4.5,0.6232978270218824,5.0,2010,3,11,20,59,0
511,10.5,1.808682375596165,1.0,2014,9,22,11,58,0
512,8.9,4.12301940936728,1.0,2010,2,17,22,51,0
513,6.1,2.640298311995175,5.0,2010,2,28,16,56,0
514,14.5,6.100095950510447,1.0,2010,8,7,13,46,0
515,6.1,1.0494422524257887,1.0,2010,10,23,12,11,31
516,5.7,1.338993971177533,1.0,2012,3,15,23,48,0
517,8.0,1.3634992495846872,5.0,2013,1,13,13,38,0
518,5.5,1.9960615502678558,1.0,2013,5,25,15,46,29
519,52.0,1.0259141299342378,1.0,2014,9,10,12,9,1
520,49.8,23.066658490806837,2.0,2011,4,18,11,58,0
521,49.8,3.4993855359103154,1.0,2012,4,22,17,10,0
522,16.5,4.2212335087765815,1.0,2014,7,7,13,52,0
523,11.3,2.9076013826949287,5.0,2010,4,16,17,2,0
524,10.0,2.3722038679355486,2.0,2012,11,10,12,37,0
525,16.5,6.061960017637548,1.0,2012,11,11,3,12,0
526,8.9,3.3602455774259616,2.0,2009,9,13,12,47,43
527,6.9,2.7159623483745134,1.0,2011,2,22,13,35,0
528,5.0,0.6969571307316539,1.0,2013,1,22,23,26,29
529,4.0,0.4396909476818383,1.0,2014,6,1,2,24,0
530,5.7,1.342320006308405,1.0,2009,3,18,9,2,0
531,2.9,0.2526223725178661,1.0,2011,4,22,9,2,9
532,52.0,21.036064385887943,1.0,2012,10,17,5,35,0
533,10.5,3.669644601292496,1.0,2013,7,21,11,22,0
534,38.83,9.583093348866331,3.0,2013,8,5,15,8,42
535,4.5,1.1056847581212352,5.0,2013,9,17,21,21,0
536,7.0,2.115512954414448,1.0,2014,10,25,2,16,35
537,12.9,3.0607250153106564,1.0,2010,2,3,20,51,29
538,53.0,2.0679484334064524,2.0,2011,3,20,21,39,21
539,36.0,1.0338258345382545,1.0,2011,4,8,23,29,49
540,5.5,1.412374528350418,1.0,2013,4,22,10,52,53
541,13.5,3.0409198798412183,1.0,2013,7,31,10,49,0
542,22.0,6.019321831572572,1.0,2014,5,1,14,20,0
543,11.0,4.121818726006992,1.0,2014,8,5,20,46,20
544,5.0,0.7103025085265825,1.0,2009,1,29,20,49,3
545,9.7,3.5056172030317008,1.0,2010,12,24,19,14,7
546,4.9,1.020109666938754,1.0,2012,1,28,21,33,18
547,9.5,3.359092384951761,1.0,2013,4,19,23,5,47
548,8.5,1.2271910873522616,6.0,2015,6,16,14,28,22
549,5.5,0.9247747946023684,1.0,2012,9,21,14,4,49
550,10.5,2.0665279173338056,1.0,2014,6,17,22,48,0
551,4.5,0.981117205304002,1.0,2009,1,6,22,30,0
552,4.9,0.8358123246082516,1.0,2009,12,31,22,27,0
553,7.3,2.6007254523650363,2.0,2010,7,2,16,58,45
554,5.3,0.5484947181913666,1.0,2011,2,2,7,52,21
555,14.1,4.6318144920417135,2.0,2011,2,4,18,43,6
556,6.5,1.045682321354823,2.0,2014,6,2,8,31,14
557,3.7,0.6244713682839534,3.0,2010,3,25,10,20,0
558,11.7,4.1660770607361135,1.0,2012,2,24,18,44,0
559,9.0,1.9357208179550032,2.0,2014,1,4,21,11,0
560,10.1,3.72599536394003,1.0,2009,4,8,8,52,0
561,49.8,20.14221795011304,5.0,2012,2,17,8,14,0
562,8.1,1.504759518526498,1.0,2012,4,18,19,8,0
563,7.3,1.4115426306681036,1.0,2009,5,11,8,16,13
564,5.7,0.7840319630464974,2.0,2011,5,16,23,10,43
565,10.5,1.9801046726291864,1.0,2011,12,3,20,56,0
566,8.1,3.769056880949,5.0,2012,3,23,19,13,0
567,28.5,4.287579244826909,1.0,2012,9,19,9,22,56
568,45.0,4.298385659928656,2.0,2010,4,16,19,12,0
569,13.7,4.690225894577448,1.0,2011,10,25,14,19,0
570,7.3,1.1955017374194898,1.0,2012,3,16,18,2,35
571,5.5,0.685728807500834,1.0,2014,3,28,7,3,26
572,11.5,1.8152695932150171,1.0,2013,12,4,8,44,6
573,8.0,1.9647306033466596,1.0,2015,1,14,20,54,3
574,4.9,1.1988783129529803,1.0,2009,1,9,14,41,24
575,3.7,0.5621048580628598,1.0,2010,4,20,21,39,0
576,13.5,4.298326994387646,5.0,2012,12,24,23,12,0
577,10.5,4.956615938169352,1.0,2011,3,1,8,53,0
578,10.0,1.6616617995559957,2.0,2014,5,15,18,23,0
579,11.5,3.0648303549662166,2.0,2014,8,12,3,11,51
580,16.0,3.42170619278367,1.0,2014,9,3,18,8,0
581,8.9,3.0242184956527662,2.0,2009,7,25,15,42,18
582,4.5,1.3066378028005974,1.0,2012,11,14,17,19,0
583,9.5,2.9329406231965427,1.0,2014,5,4,17,30,29
584,5.3,1.5142926703070008,5.0,2010,1,20,11,21,0
585,4.1,0.7261417164307105,1.0,2010,4,27,6,4,37
586,453.0,1.9317337945470583,1.0,2011,3,3,7,40,59
587,18.1,7.065974461122439,1.0,2011,12,16,8,40,0
588,9.7,1.642903674533385,1.0,2012,7,10,13,13,7
589,6.0,1.2701543956790442,1.0,2012,10,22,10,43,0
590,5.0,0.9759809643334468,1.0,2014,2,12,8,4,10
591,6.9,1.3703272818951169,2.0,2012,1,30,13,25,0
592,14.5,3.738054543485941,1.0,2014,4,25,19,37,49
593,14.1,1.4070089482364014,1.0,2009,11,7,14,13,0
594,6.9,1.6966955364568417,1.0,2012,8,15,21,23,38
595,16.0,0.0025070243449739397,1.0,2013,10,5,20,24,51
596,6.5,1.1944217007353717,6.0,2015,6,22,1,54,24
597,3.3,1.0338900357051004,1.0,2010,9,7,2,25,0
598,6.5,1.043608414240049,2.0,2011,6,13,10,59,34
599,5.0,0.7435854975307211,2.0,2013,4,11,9,14,0
600,6.1,2.793717368257997,1.0,2011,7,16,6,12,0
601,57.33,22.307587582129955,1.0,2014,11,18,9,19,0
602,5.3,1.6613340952287583,1.0,2009,11,26,18,36,0
603,10.9,2.522201806484131,3.0,2011,4,8,17,25,13
604,43.0,0.6896975406083913,1.0,2011,11,12,2,4,4
605,11.3,4.05093103529315,2.0,2012,4,30,19,19,0
606,5.5,0.8219391908597289,1.0,2013,9,25,14,47,0
607,10.0,3.781395515311768,1.0,2014,1,17,22,33,39
608,4.0,0.4844423930452881,1.0,2014,8,5,16,40,0
609,2.9,0.2567966755450178,1.0,2009,1,10,16,28,0
610,6.9,2.2222053126044248,1.0,2011,1,8,16,35,0
611,8.9,2.3642686620854465,2.0,2011,4,20,22,47,0
612,4.5,0.8410923332897052,1.0,2013,1,21,19,8,58
613,4.5,0.29539926518995113,5.0,2013,9,13,11,44,0
614,12.9,4.728106353555504,1.0,2011,11,5,23,43,58
615,5.3,1.7464930412310902,2.0,2010,6,26,8,49,46
616,6.9,1.7011980323360567,1.0,2010,7,6,17,9,32
617,16.1,8.678689042637144,5.0,2010,9,30,7,56,0
618,26.9,7.58037203195153,1.0,2011,11,23,17,58,0
619,6.0,1.9846925023363655,1.0,2013,2,15,17,36,0
620,6.0,1.653646314191184,1.0,2014,6,30,11,26,37
621,14.5,1.6841264362321275,2.0,2014,10,11,19,30,26
622,3.3,0.4920445493445718,1.0,2011,5,9,22,27,35
623,9.7,3.715264708561224,1.0,2011,6,21,19,47,46
624,4.5,0.8749347672976675,2.0,2012,7,29,15,27,45
625,15.5,4.3975105814573165,1.0,2012,11,12,17,59,46
626,15.5,3.208404873816189,1.0,2014,7,9,14,51,0
627,14.0,4.025657858380899,2.0,2015,3,14,22,19,1
628,66.3,39.47702974350539,2.0,2009,9,19,10,34,41
629,14.1,5.101377346212363,1.0,2010,10,7,21,9,35
630,18.5,5.626984617267038,2.0,2010,11,4,17,49,53
631,12.1,2.6631182500638007,1.0,2011,4,15,18,55,48
632,11.7,3.143769519047486,1.0,2012,3,2,13,13,0
633,3.5,0.4640843009310307,1.0,2012,11,24,9,59,0
634,10.5,2.5868029545535958,3.0,2014,9,5,0,48,1
635,20.5,6.146602148058429,1.0,2014,4,7,7,41,50
636,21.0,5.245679199911449,1.0,2013,4,17,18,27,15
637,9.5,2.227629329370446,6.0,2014,9,29,14,34,0
638,8.9,3.257823275481909,2.0,2010,12,24,22,34,0
639,10.5,4.047824093366144,2.0,2011,6,30,8,8,14
640,4.5,1.0320584115875426,1.0,2013,3,11,9,42,26
641,24.5,4.5593127055308535,1.0,2014,10,7,15,2,6
642,27.0,10.413724623700428,1.0,2015,4,5,0,54,56
643,8.5,2.425587612910711,1.0,2011,7,15,11,49,0
644,10.6,2.310920444581741,2.0,2014,6,25,23,8,56
645,9.5,2.3912083946890994,1.0,2014,10,30,23,19,0
646,6.5,2.4423215504471107,1.0,2010,6,15,15,7,0
647,19.7,7.979654541145107,2.0,2012,1,8,2,10,0
648,30.9,10.263711325890066,2.0,2012,8,30,18,17,13
649,8.5,2.5947426133664337,1.0,2013,7,29,22,19,22
650,6.5,2.0379961972751763,1.0,2009,9,27,6,48,0
651,14.9,4.1407672714539645,2.0,2010,5,7,20,5,0
652,16.1,9.72690159085206,1.0,2012,3,21,5,27,8
653,5.5,19.71369470204541,1.0,2013,4,12,19,57,22
654,20.5,5.548421590185359,1.0,2013,9,19,23,58,8
655,6.5,2.4267549701563285,2.0,2012,2,27,7,24,20
656,5.0,1.0837201395513545,1.0,2013,9,13,7,3,17
657,5.0,1.2374724065027036,1.0,2014,1,4,8,43,24
658,16.5,2.4320178154609478,1.0,2014,4,21,13,33,3
659,16.0,2.8748794771497463,5.0,2015,2,28,7,50,5
660,10.9,4.6903003430056565,4.0,2010,8,8,13,12,13
661,16.5,5.196564611037332,1.0,2012,2,21,12,13,11
662,20.5,7.6887727963585615,6.0,2013,7,27,23,20,0
663,7.3,1.2251705104013846,1.0,2011,12,2,19,50,13
664,9.0,0.43390088388372944,3.0,2015,6,27,22,6,57
665,15.5,5.055794293417682,1.0,2014,3,14,0,5,0
666,5.0,1.1355598471415205,1.0,2014,8,19,16,52,48
667,57.33,21.132306531349943,2.0,2014,9,30,16,13,0
668,10.5,4.894148261128467,1.0,2009,7,7,0,19,38
669,9.5,3.3042819801389363,3.0,2013,8,2,20,12,13
670,4.1,0.8751016162687099,1.0,2009,3,30,10,56,0
671,12.1,3.0290225007850475,2.0,2011,12,1,15,38,24
672,7.0,2.715723383776345,1.0,2013,11,24,20,54,0
673,4.9,0.8321289159461298,1.0,2010,4,15,21,12,39
674,4.9,0.6793460886614251,1.0,2010,12,8,8,14,0
675,11.0,2.204664768036828,1.0,2013,5,15,16,56,45
676,5.5,1.4757348969801332,2.0,2013,7,11,21,10,0
677,7.0,1.2960230454092645,1.0,2013,7,31,9,31,0
678,3.7,0.5451628474267965,1.0,2010,3,22,14,59,45
679,6.5,2.258266446552293,4.0,2011,12,21,21,40,17
680,10.48,2.1947493376079033,1.0,2012,5,21,11,37,42
681,38.33,9.781221599608488,1.0,2014,8,21,12,40,24
682,6.5,1.2983009290261327,1.0,2012,10,10,12,40,54
683,17.0,6.2730016905468835,1.0,2013,1,4,17,6,26
684,10.1,3.098035606885615,1.0,2009,11,12,8,33,0
685,18.9,4.862075310162129,5.0,2011,2,16,12,2,0
686,38.5,14.179080971734539,1.0,2012,7,9,7,54,34
687,8.5,2.546530090226257,1.0,2013,3,11,9,31,0
688,7.0,1.6129715486988518,1.0,2014,11,6,23,10,0
689,8.5,1.9220146794932789,1.0,2014,12,13,18,37,0
690,7.7,1.3508684785032437,1.0,2009,1,27,11,55,16
691,5.7,1.2019875085591416,2.0,2010,12,3,22,8,47
692,4.5,0.6533592831704196,2.0,2013,12,14,2,4,0
693,7.7,1.9322122825294776,1.0,2012,3,12,6,57,20
694,45.0,14.970035455109358,1.0,2013,1,17,23,42,16
695,8.0,3.1198447343896305,2.0,2013,5,25,2,42,55
696,4.5,1.0717237254919076,1.0,2009,8,26,15,59,53
697,5.7,0.7672139922854689,2.0,2012,1,18,13,52,0
698,9.7,3.4832000259935207,2.0,2010,4,17,23,43,40
699,10.9,2.430241306014812,1.0,2010,10,31,1,12,41
700,5.7,2.7347163277774422,1.0,2010,11,10,16,44,0
701,4.0,1.0614543635929434,1.0,2014,1,18,23,3,0
702,4.9,0.5198517402333346,3.0,2009,8,20,13,25,0
703,31.2,9.412070891240507,1.0,2009,10,1,6,43,42
704,13.3,4.281367759467647,1.0,2009,10,6,18,24,14
705,8.9,2.4701231692282195,1.0,2011,5,9,13,6,40
706,4.5,1.0172690457779547,1.0,2012,7,22,16,36,14
707,20.0,7.373816867008654,2.0,2012,9,8,5,19,0
708,7.0,1.4915889621322795,1.0,2015,3,1,2,8,36
709,4.5,1.225970038185478,5.0,2009,3,18,19,47,0
710,16.5,4.4163677218624136,2.0,2012,9,10,14,39,0
711,12.9,2.5190943761038387,1.0,2011,11,1,9,52,40
712,34.1,9.368913962758123,1.0,2012,4,20,15,36,33
713,8.9,3.115882439407386,1.0,2010,6,15,1,6,0
714,13.0,5.113477796310388,1.0,2014,2,7,22,43,37
715,9.7,3.639648917509706,1.0,2012,3,29,18,39,0
716,11.0,3.6140731694874484,3.0,2013,1,16,19,55,0
717,5.5,1.3285121131698698,1.0,2014,12,23,20,50,0
718,4.9,1.3022067986848802,1.0,2011,5,5,20,30,0
719,9.3,2.8822216889225603,3.0,2009,8,10,18,12,0
720,8.5,2.47761595911806,1.0,2010,4,16,20,35,21
721,4.66,0.9884591389447712,1.0,2013,1,31,22,14,0
722,11.3,5.078579344797929,1.0,2011,10,10,7,32,0
723,13.7,4.8466073290927465,1.0,2012,3,13,21,24,0
724,6.9,1.5908076639024638,1.0,2012,1,6,6,51,46
725,8.1,4.354496029217619,1.0,2012,7,31,7,20,31
726,11.0,3.3490425327311013,1.0,2013,1,2,21,0,0
727,6.9,1.1187331280816404,2.0,2011,7,6,8,56,49
728,4.5,0.9084702643825332,2.0,2013,8,27,18,55,0
729,6.1,2.0314636809412545,1.0,2010,4,20,19,31,0
730,7.7,2.6842716045941954,5.0,2011,1,22,23,24,0
731,12.9,5.260830717420664,1.0,2011,8,15,20,36,40
732,8.1,1.3185216317854531,1.0,2012,7,5,12,23,0
733,35.07,13.122939233808449,1.0,2009,10,16,22,54,39
734,12.1,4.85851945114834,4.0,2010,8,30,19,58,0
735,9.3,1.1724684970063632,1.0,2011,8,4,18,39,50
736,21.5,4.342165863146193,1.0,2014,1,9,21,55,0
737,6.9,2.1663256827809256,2.0,2011,9,18,14,41,56
738,10.0,2.4294804493932567,1.0,2014,1,30,21,38,0
739,8.5,1.8811373875270587,1.0,2014,9,3,15,29,0
740,26.5,8.346885812821576,1.0,2015,2,22,12,46,9
741,4.5,0.880591253799164,5.0,2010,8,8,16,47,0
742,6.9,1.8878538949481631,3.0,2011,9,10,23,51,43
743,6.5,1.7897852948406503,1.0,2010,3,12,13,30,0
744,4.9,1.3737683520484922,1.0,2010,10,26,15,25,0
745,13.3,4.6948788100860455,4.0,2011,4,24,21,6,14
746,18.5,7.172778552970576,1.0,2011,6,20,14,52,22
747,8.0,1.8626179001355057,1.0,2012,11,18,15,58,0
748,5.5,1.432272088312593,2.0,2013,10,15,7,48,17
749,28.1,12.961628230535991,1.0,2012,4,19,19,11,35
750,6.5,0.9323272577768956,1.0,2012,4,30,14,56,33
751,12.9,4.3707854162425175,1.0,2009,10,15,19,30,0
752,4.1,0.9983180502249216,1.0,2010,10,20,18,19,41
753,10.5,2.5607701355862873,1.0,2011,2,7,8,39,21
754,12.1,4.170711541032797,1.0,2011,6,14,23,51,0
755,13.7,2.7422369806733267,1.0,2011,6,22,23,45,19
756,16.1,5.118100060966962,1.0,2012,6,6,15,5,32
757,3.0,0.31978426989684233,1.0,2014,8,25,20,37,22
758,8.5,4.345148620118327,1.0,2010,12,15,22,18,27
759,13.5,4.0624001549245214,1.0,2015,4,1,22,29,31
760,4.9,0.24196000945365856,1.0,2011,10,17,18,58,23
761,4.9,0.945841157235462,1.0,2012,3,15,20,31,31
762,27.0,8.766632299908794,1.0,2014,11,24,2,46,0
763,6.0,1.8669127003625616,1.0,2014,3,12,13,13,14
764,5.5,0.3812207741096169,1.0,2015,1,10,21,18,25
765,24.9,10.348100519780788,2.0,2011,9,25,14,9,0
766,22.5,8.571671456820104,4.0,2015,3,22,14,23,12
767,15.0,4.032278533118975,1.0,2013,1,15,16,2,57
768,13.0,1.5721034586854088,1.0,2013,11,20,16,58,0
769,14.5,4.580255618277854,1.0,2009,2,16,7,40,14
770,8.1,0.9563439030842832,1.0,2009,2,27,17,39,0
771,15.7,7.003812040142622,1.0,2009,11,5,0,57,13
772,10.5,4.843154804735003,2.0,2010,12,11,1,55,0
773,45.0,19.520503178823233,1.0,2012,2,12,15,18,0
774,4.1,1.2192821279428732,1.0,2009,12,29,9,44,1
775,23.7,14.062526373752188,1.0,2010,4,27,20,20,0
776,9.3,2.4004394807382745,1.0,2010,4,27,20,20,0
777,24.5,5.7631227627069626,3.0,2012,9,23,2,57,0
778,7.3,2.372577556579752,1.0,2009,11,20,9,9,0
779,10.1,5.0343860671383425,2.0,2009,12,16,22,0,0
780,3.7,0.5303558224546084,1.0,2010,3,23,14,52,16
781,9.7,1.6270842321842436,1.0,2010,5,8,16,17,4
782,49.8,19.168043209901853,2.0,2011,5,7,15,12,32
783,4.9,0.9126833070711836,5.0,2011,10,14,12,20,0
784,7.7,3.4670695823297946,1.0,2011,11,8,7,14,0
785,31.83,9.834285364990864,1.0,2013,7,19,18,55,0
786,5.0,0.4595168225896554,2.0,2014,5,17,13,12,55
787,4.5,0.5007716240915006,1.0,2010,11,24,12,46,52
788,6.9,2.3094969646960606,1.0,2011,3,30,12,22,32
789,12.5,4.43984161469139,1.0,2014,2,16,9,5,34
790,13.5,2.10231007923146,6.0,2014,12,4,15,23,0
791,9.5,2.6351196079312307,1.0,2013,4,1,12,44,0
792,6.1,1.792123238609309,1.0,2012,2,23,6,21,0
793,4.5,0.5547144963471247,1.0,2013,10,10,5,53,0
794,6.5,1.6384360824063258,1.0,2009,11,26,3,52,0
795,7.3,1.870499488148176,1.0,2010,4,1,10,7,0
796,7.7,2.011162467866205,1.0,2010,5,22,19,26,0
797,7.7,2.2042707087298052,2.0,2010,9,26,1,55,0
798,8.9,3.8632264823671387,2.0,2010,9,29,0,57,0
799,10.5,2.246139845678297,1.0,2012,3,20,17,34,0
800,6.0,1.3197837259845393,1.0,2012,12,23,3,45,48
801,5.0,0.5347205635327823,1.0,2013,6,12,17,4,53
802,8.0,1.4459725260565868,1.0,2013,6,27,10,52,0
803,13.3,5.76486679316017,1.0,2011,8,25,7,35,23
804,2.9,0.4204156926014245,1.0,2011,12,8,0,13,47
805,25.45,9.318768614773527,1.0,2009,4,25,13,8,0
806,4.5,0.7096882147516463,1.0,2012,11,28,21,33,33
807,9.0,2.227328404321268,2.0,2013,6,9,23,15,6
808,4.1,0.8534892385549412,1.0,2010,7,21,16,39,0
809,4.7799999999999985,1.0990351447109463,1.0,2012,3,16,7,52,0
810,5.5,1.5338396938194108,1.0,2015,5,2,23,49,41
811,18.0,7.169868606620679,1.0,2012,11,28,8,30,0
812,4.5,0.7821111961860883,1.0,2013,9,30,13,11,0
813,4.68,1.2529454221299174,1.0,2014,10,22,8,12,0
814,8.1,1.4083342937064507,2.0,2010,9,9,14,22,0
815,9.5,2.7039262126089048,4.0,2013,2,14,19,35,44
816,23.0,8.453689001748996,1.0,2014,10,15,9,43,35
817,6.6,1.819698851295509,1.0,2009,1,24,22,53,1
818,53.0,4.016718454202317,1.0,2009,3,15,2,15,39
819,15.3,6.237168763557775,1.0,2009,6,29,11,45,0
820,6.1,1.743903405818403,5.0,2010,11,25,0,41,0
821,7.3,2.4083043624624105,1.0,2011,8,8,9,59,0
822,30.83,7.758771738175369,1.0,2013,12,23,13,52,0
823,6.5,2.681603596922995,2.0,2012,7,5,0,29,21
824,4.5,1.012889133038397,1.0,2014,1,18,15,23,0
825,5.5,1.5458981727708954,6.0,2015,1,11,11,9,26
826,3.7,1.075325295724614,1.0,2009,1,3,13,27,0
827,4.1,0.5562985142812303,1.0,2010,12,4,23,56,0
828,3.3,0.4371274914037576,1.0,2012,3,7,9,29,44
829,31.5,12.230814873785016,1.0,2012,10,13,2,31,22
830,7.0,2.204632308092761,1.0,2013,4,18,20,48,24
831,9.7,4.700357477477704,1.0,2011,11,11,4,6,20
832,12.1,4.593698538326066,1.0,2012,5,26,1,15,11
833,10.5,1.5204382750590972,2.0,2013,6,6,16,32,59
834,4.5,0.8211865680744412,1.0,2010,11,9,14,41,0
835,8.1,1.5407584890492827,1.0,2011,3,3,14,15,0
836,4.9,1.1755983870874929,4.0,2011,11,24,4,23,8
837,8.5,1.7822679085991417,1.0,2013,5,30,10,54,32
838,7.0,1.2817380380990164,1.0,2014,1,27,16,4,0
839,5.5,1.0632564038727468,1.0,2014,7,1,13,16,0
840,4.9,1.2025952566582965,1.0,2009,4,8,7,37,0
841,6.1,1.4356717301383295,3.0,2009,6,9,17,2,35
842,7.3,1.666353091302664,1.0,2010,5,3,20,30,32
843,12.1,3.851020140779032,3.0,2011,5,25,22,41,33
844,6.9,2.5013635629153645,1.0,2009,5,13,7,43,0
845,13.7,5.5500215533481265,1.0,2009,6,24,19,42,1
846,3.3,0.8609568299489451,1.0,2011,6,6,13,16,0
847,5.5,1.0487977665854753,1.0,2013,8,13,22,5,0
848,11.5,1.6356518964389508,1.0,2014,4,16,19,14,55
849,4.5,0.6834702844255883,1.0,2015,5,23,21,29,14
850,16.1,8.062640727173253,1.0,2010,5,27,1,32,0
851,11.7,4.322484486236492,1.0,2011,6,1,22,39,35
852,9.0,2.3107254349785538,1.0,2014,9,22,17,8,0
853,6.5,1.5760898905299503,1.0,2009,11,27,14,39,33
854,5.0,0.4576392826130497,1.0,2013,3,23,12,37,0
855,6.1,2.3233944233298303,1.0,2009,1,17,19,51,14
856,12.0,4.17886606753528,1.0,2013,8,17,22,34,59
857,8.5,2.7091600964706593,1.0,2014,11,2,21,21,45
858,9.0,1.0657491127361356,1.0,2015,1,17,21,0,44
859,13.3,5.815510649262567,1.0,2010,4,2,3,8,0
860,9.7,2.8299099073702836,1.0,2010,4,16,21,7,2
861,5.3,1.9029548100738425,1.0,2012,3,4,22,43,44
862,10.5,3.8188387330516136,1.0,2012,7,10,9,37,0
863,8.9,2.753216549143002,5.0,2009,6,21,18,56,0
864,13.7,3.465746572718753,1.0,2010,3,10,7,55,47
865,8.1,1.3022897319593807,1.0,2010,9,13,8,48,21
866,10.9,3.9420445582142567,1.0,2011,6,22,21,44,45
867,6.1,0.8608461970311931,1.0,2010,1,23,12,39,0
868,4.9,1.8528996352534493,2.0,2011,3,16,17,5,0
869,5.7,1.65221966860601,2.0,2011,10,7,12,24,0
870,6.0,1.0925565679247708,1.0,2012,10,5,13,34,41
871,6.5,1.0820717631629329,1.0,2015,6,16,21,8,18
872,5.7,1.5203210541617864,1.0,2010,10,18,11,15,27
873,6.0,1.2957532012401944,1.0,2014,12,18,8,6,14
874,3.7,0.6056691105482632,1.0,2009,1,19,10,38,0
875,4.9,1.498532327770971,1.0,2009,5,15,12,58,0
876,7.0,1.8427017738675628,1.0,2014,6,20,1,2,7
877,10.9,5.179206300963677,1.0,2009,2,8,10,46,0
878,6.5,1.4849515103282205,1.0,2010,5,5,19,51,0
879,13.3,5.183162861119686,1.0,2011,11,13,12,59,0
880,4.1,1.013364178166697,1.0,2009,1,14,8,21,59
881,6.9,0.24272486968794546,1.0,2010,2,22,7,42,0
